over_team_image_peerUrls,wagonY,over_team_objectId,over_target,inningNumber,over_team_image_url,totalRuns,bowlerPlayerId,over_totalWickets,over_overLimit,over_team_isCountry,title,over_team_image_slug,over_overWickets,over_team_slug,over_overRuns,over_overNumber,noballs,ballsUnique,modified,over_team_id,_uid,over_team_longName,isFour,over_team_image_longCaption,timestamp,bowlerStatText,over_ballLimit,dismissalType,wagonZone,over_overEndBatsmen,oversUnique,over_totalRuns,events,wagonX,totalInningRuns,over_team_name,dismissalText,ballsActual,outPlayerId,id,over_team_image_width,over_team_image_id,over_team_image_photographer,over_rollover,over_team_abbreviation,over_team_primaryColor,over_isSuperOver,predictions,ballNumber,overNumber,over_team_imageUrl,over_team_image_credit,over_overEndBowlers,over_team_unofficialName,wides,isSix,batsmanStatText,dismissalText_long,isWicket,over_team_image_caption,commentImages,batsmanRuns,over_team_image_objectId,penalties,over_isComplete,totalInningWickets,oversActual,byes,commentTextItems,commentPreTextItems,commentPostTextItems,over_team_scribeId,dismissalText_short,legbyes,batsmanPlayerId,over,commentVideos,over_team_image_height,over_isMaiden,dismissalText_commentary
,200,,,2,,0,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469543,,False,,,,,,5,,9.01,,[],172,95,,,,,12469543,,,,,,,,,1,10,,,,,0,False,,,False,,[],0,,0,,1,9.1,0,"[{'type': 'HTML', 'html': 'length on the stumps, tucked up slightly, nudged back to the bowler'}]","[{'type': 'HTML', 'html': '<b>Rabada</b> is back...'}]",,,,0,7568,,[],,,
,231,,,2,,1,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469545,,False,,,,,,6,,9.02,,[],43,96,,,,,12469545,,,,,,,,,2,10,,,,,0,False,,,False,,[],1,,0,,1,9.2,0,"[{'type': 'HTML', 'html': 'steps away to leg, the bowler follows him and goes slower too, Gayle mistimes a pull out to midwicket'}]",,,,,0,7568,,[],,,
,147,,,2,,1,67296,,,,Rabada to Samuels,,,,,,0,,2016-10-06T18:06:41.000Z,,12469547,,False,,,,,,2,,9.03,,[],287,97,,,,,12469547,,,,,,,,,3,10,,,,,0,False,,,False,,[],1,,0,,1,9.3,0,"[{'type': 'HTML', 'html': 'full on the stumps, this is flicked out through square leg'}]",,,,,0,10238,,[],,,
,324,,,2,,1,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469549,,False,,,,,,4,,9.04,,[],242,98,,,,,12469549,,,,,,,,,4,10,,,,,0,False,,,False,,[],1,,0,,1,9.4,0,"[{'type': 'HTML', 'html': 'full delivery a foot or so outside off, nicely stroked out to long-off'}]",,,,,0,7568,,[],,,
,121,,,2,,4,67296,,,,Rabada to Samuels,,,,,,0,,2016-10-06T18:06:41.000Z,,12469551,,True,,,,,,7,,9.05,,[],17,102,,,,,12469551,,,,,,,,,5,10,,,,,0,False,,,False,,[],4,,0,,1,9.5,0,"[{'type': 'HTML', 'html': 'nice shot, back of a length, Smith steps away to leg and uppercuts over backward point, really good that'}]",,,,,0,10238,,[],,,
,0,4,166,2,/db/PICTURES/CMS/317600/317615.png,0,67296,1,20,True,Rabada to Samuels,west-indies-team-logo,0,west-indies,7,10,0,,2016-10-06T18:06:41.000Z,4,12469553,West Indies,False,West Indies team logo,,,120,,0,"[{'player': {'id': 10238, 'objectId': 52983, 'name': 'MN Samuels', 'longName': 'Marlon Samuels', 'mobileName': 'Samuels', 'indexName': 'Samuels, MN', 'battingName': 'MN Samuels', 'fieldingName': 'Samuels', 'slug': 'marlon-samuels', 'imageUrl': '/db/PICTURES/CMS/132300/132390.1.jpg', 'dateOfBirth': {'year': 1981, 'month': 2, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 132390, 'objectId': 513161, 'slug': 'marlon-samuels', 'url': '/db/PICTURES/CMS/132300/132390.1.jpg', 'width': 160, 'height': 200, 'caption': 'Marlon Samuels', 'longCaption': 'Marlon Samuels', 'credit': 'DigicelCricket.com/Brooks LaTouche Photography', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316505, 'objectId': 1251134, 'slug': 'mn-samuels-headshot', 'url': '/db/PICTURES/CMS/316500/316505.png', 'width': 600, 'height': 436, 'caption': 'MN Samuels headshot', 'longCaption': 'MN Samuels headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 11, 'balls': 14, 'fours': 1, 'sixes': 0}, {'player': {'id': 7568, 'objectId': 51880, 'name': 'CH Gayle', 'longName': 'Chris Gayle', 'mobileName': 'Gayle', 'indexName': 'Gayle, CH', 'battingName': 'CH Gayle', 'fieldingName': 'Gayle', 'slug': 'chris-gayle', 'imageUrl': '/db/PICTURES/CMS/309000/309058.png', 'dateOfBirth': {'year': 1979, 'month': 9, 'date': 21}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 309058, 'objectId': 1232572, 'slug': 'chris-gayle-portrait', 'url': '/db/PICTURES/CMS/309000/309058.png', 'width': 160, 'height': 200, 'caption': 'Chris Gayle portrait', 'longCaption': 'Chris Gayle portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316494, 'objectId': 1251123, 'slug': 'ch-gayle-headshot', 'url': '/db/PICTURES/CMS/316400/316494.png', 'width': 600, 'height': 436, 'caption': 'CH Gayle headshot', 'longCaption': 'CH Gayle headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 65, 'balls': 26, 'fours': 5, 'sixes': 6}]",9.06,102,[],0,102,West Indies,,,,12469553,500,317615,,,WI,#790d1a,False,,6,10,/db/PICTURES/CMS/317600/317615.png,West Indies Cricket,"[{'player': {'id': 67296, 'objectId': 550215, 'name': 'K Rabada', 'longName': 'Kagiso Rabada', 'mobileName': 'Rabada', 'indexName': 'Rabada, K', 'battingName': 'K Rabada', 'fieldingName': 'Rabada', 'slug': 'kagiso-rabada', 'imageUrl': '/db/PICTURES/CMS/317900/317954.jpg', 'dateOfBirth': {'year': 1995, 'month': 5, 'date': 25}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 317954, 'objectId': 1254922, 'slug': 'kagiso-rabada-portrait', 'url': '/db/PICTURES/CMS/317900/317954.jpg', 'width': 160, 'height': 200, 'caption': 'Kagiso Rabada portrait', 'longCaption': 'Kagiso Rabada portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 320376, 'objectId': 1261170, 'slug': 'kagiso-rabada-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/320300/320376.png', 'width': 600, 'height': 436, 'caption': 'Kagiso Rabada player page headshot cutout, 2021', 'longCaption': 'Kagiso Rabada player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/320300/320376.square.png'}}}, 'overs': 3, 'balls': 18, 'maidens': 0, 'conceded': 36, 'wickets': 0, 'currentType': 1}, {'player': {'id': 19422, 'objectId': 40618, 'name': 'Imran Tahir', 'longName': 'Imran Tahir', 'mobileName': 'Tahir', 'indexName': 'Imran Tahir', 'battingName': 'Imran Tahir', 'fieldingName': 'Imran Tahir', 'slug': 'imran-tahir', 'imageUrl': '/db/PICTURES/CMS/263700/263772.1.jpg', 'dateOfBirth': {'year': 1979, 'month': 3, 'date': 27}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lbg'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['legbreak googly'], 'image': {'id': 263772, 'objectId': 1100149, 'slug': 'imran-tahir-portrait', 'url': '/db/PICTURES/CMS/263700/263772.1.jpg', 'width': 160, 'height': 200, 'caption': 'Imran Tahir portrait', 'longCaption': None, 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 316526, 'objectId': 1251155, 'slug': 'imran-tahir-headshot', 'url': '/db/PICTURES/CMS/316500/316526.png', 'width': 600, 'height': 436, 'caption': 'Imran Tahir headshot', 'longCaption': 'Imran Tahir headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 2, 'balls': 12, 'maidens': 0, 'conceded': 13, 'wickets': 1, 'currentType': 2}]",,0,False,,,False,West Indies team logo,[],0,1254181,0,True,1,9.6,0,"[{'type': 'HTML', 'html': 'shorter, Samuels looked for another uppercut but missed this time'}]",,"[{'type': 'HTML', 'html': 'Halfway stage and the West Indies should win from here with their eyes closed...'}]",4,,0,10238,,[],500,False,
,0,,,2,,0,19422,,,,Tahir to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469555,,False,,,,,,0,,10.01,,[],0,102,,,,,12469555,,,,,,,,,1,11,,,,,0,False,,,False,,[],0,,0,,1,10.1,0,"[{'type': 'HTML', 'html': ""around the wicket, slider outside off beats Gayle's outside edge""}]",,,,,0,7568,,[],,,
,352,,,2,,6,19422,,,,Tahir to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469557,,False,,,,,,4,,10.02,,[],245,108,,,,,12469557,,,,,,,,,2,11,,,,,0,True,,,False,,[],6,,0,,1,10.2,0,"[{'type': 'HTML', 'html': ""fuller ball, smashed down the ground, has he got enough on this, Miller very interested at long-off but he's leaping over the boundary because Gayle has got just enough club on this""}]",,"[{'type': 'HTML', 'html': 'Gayle wants a change of bat...'}]",,,0,7568,,[],,,
,218,,,2,,6,19422,,,,Tahir to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469559,,False,,,,,,6,,10.03,,[],14,114,,,,,12469559,,,,,,,,,3,11,,,,,0,True,,,False,,[],6,,0,,1,10.3,0,"[{'type': 'HTML', 'html': 'slog sweep this time and it rifles over the midwicket fence, flat and so hard, look out on the banks'}]",,,,,0,7568,,[],,,
,0,,,2,,0,19422,,,,Tahir to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469561,,False,,,,,,0,,10.04,,[],0,114,,,,,12469561,,,,,,,,,4,11,,,,,0,False,,,False,,[],0,,0,,1,10.4,0,"[{'type': 'HTML', 'html': 'googly and it spins away from the attempt smash over the leg side'}]",,,,,0,7568,,[],,,
,150,,,2,,0,19422,,,,Tahir to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469563,,False,,,,,1,1,,10.05,,[],191,114,,,,7568,12469563,,,,,,,,,5,11,,,,,0,False,,c †van Wyk b Imran Tahir,True,,[],0,,0,,2,10.5,0,"[{'type': 'HTML', 'html': ""well outside off, Gayle tries to reverse sweep it and gets a <b>little glove</b> to the keeper! Tahir charges off in celebration and a fabulous innings comes to an end. Cute isn't Gayle's game, he tried to really take the micky out of Tahir and got a little glove on the reverse sweep that was well held by the keeper in the fingertips""}]",,,,caught,0,7568,,[],,,Chris Gayle c †van Wyk b Imran Tahir 77 (31b 5x4 8x6 44m) SR: 248.38
,326,4,166,2,/db/PICTURES/CMS/317600/317615.png,1,19422,2,20,True,Tahir to Dwayne Bravo,west-indies-team-logo,1,west-indies,13,11,0,,2016-10-06T18:06:41.000Z,4,12469565,West Indies,False,West Indies team logo,,,120,,4,"[{'player': {'id': 45257, 'objectId': 51439, 'name': 'DJ Bravo', 'longName': 'Dwayne Bravo', 'mobileName': 'Dwayne Bravo', 'indexName': 'Bravo, DJ', 'battingName': 'DJ Bravo', 'fieldingName': 'Bravo', 'slug': 'dwayne-bravo', 'imageUrl': '/db/PICTURES/CMS/309000/309099.png', 'dateOfBirth': {'year': 1983, 'month': 10, 'date': 7}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium'], 'image': {'id': 309099, 'objectId': 1232616, 'slug': 'dwayne-bravo-portrait', 'url': '/db/PICTURES/CMS/309000/309099.png', 'width': 160, 'height': 200, 'caption': 'Dwayne Bravo portrait', 'longCaption': 'Dwayne Bravo portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 320092, 'objectId': 1260547, 'slug': 'dwayne-bravo-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/320000/320092.png', 'width': 600, 'height': 436, 'caption': 'Dwayne Bravo player page headshot cutout, 2021', 'longCaption': 'Dwayne Bravo player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/320000/320092.square.png'}}}, 'runs': 1, 'balls': 1, 'fours': 0, 'sixes': 0}, {'player': {'id': 10238, 'objectId': 52983, 'name': 'MN Samuels', 'longName': 'Marlon Samuels', 'mobileName': 'Samuels', 'indexName': 'Samuels, MN', 'battingName': 'MN Samuels', 'fieldingName': 'Samuels', 'slug': 'marlon-samuels', 'imageUrl': '/db/PICTURES/CMS/132300/132390.1.jpg', 'dateOfBirth': {'year': 1981, 'month': 2, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 132390, 'objectId': 513161, 'slug': 'marlon-samuels', 'url': '/db/PICTURES/CMS/132300/132390.1.jpg', 'width': 160, 'height': 200, 'caption': 'Marlon Samuels', 'longCaption': 'Marlon Samuels', 'credit': 'DigicelCricket.com/Brooks LaTouche Photography', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316505, 'objectId': 1251134, 'slug': 'mn-samuels-headshot', 'url': '/db/PICTURES/CMS/316500/316505.png', 'width': 600, 'height': 436, 'caption': 'MN Samuels headshot', 'longCaption': 'MN Samuels headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 11, 'balls': 14, 'fours': 1, 'sixes': 0}]",10.06,115,[],218,115,West Indies,,,,12469565,500,317615,,,WI,#790d1a,False,,6,11,/db/PICTURES/CMS/317600/317615.png,West Indies Cricket,"[{'player': {'id': 19422, 'objectId': 40618, 'name': 'Imran Tahir', 'longName': 'Imran Tahir', 'mobileName': 'Tahir', 'indexName': 'Imran Tahir', 'battingName': 'Imran Tahir', 'fieldingName': 'Imran Tahir', 'slug': 'imran-tahir', 'imageUrl': '/db/PICTURES/CMS/263700/263772.1.jpg', 'dateOfBirth': {'year': 1979, 'month': 3, 'date': 27}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lbg'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['legbreak googly'], 'image': {'id': 263772, 'objectId': 1100149, 'slug': 'imran-tahir-portrait', 'url': '/db/PICTURES/CMS/263700/263772.1.jpg', 'width': 160, 'height': 200, 'caption': 'Imran Tahir portrait', 'longCaption': None, 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 316526, 'objectId': 1251155, 'slug': 'imran-tahir-headshot', 'url': '/db/PICTURES/CMS/316500/316526.png', 'width': 600, 'height': 436, 'caption': 'Imran Tahir headshot', 'longCaption': 'Imran Tahir headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 3, 'balls': 18, 'maidens': 0, 'conceded': 26, 'wickets': 2, 'currentType': 1}, {'player': {'id': 67296, 'objectId': 550215, 'name': 'K Rabada', 'longName': 'Kagiso Rabada', 'mobileName': 'Rabada', 'indexName': 'Rabada, K', 'battingName': 'K Rabada', 'fieldingName': 'Rabada', 'slug': 'kagiso-rabada', 'imageUrl': '/db/PICTURES/CMS/317900/317954.jpg', 'dateOfBirth': {'year': 1995, 'month': 5, 'date': 25}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 317954, 'objectId': 1254922, 'slug': 'kagiso-rabada-portrait', 'url': '/db/PICTURES/CMS/317900/317954.jpg', 'width': 160, 'height': 200, 'caption': 'Kagiso Rabada portrait', 'longCaption': 'Kagiso Rabada portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 320376, 'objectId': 1261170, 'slug': 'kagiso-rabada-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/320300/320376.png', 'width': 600, 'height': 436, 'caption': 'Kagiso Rabada player page headshot cutout, 2021', 'longCaption': 'Kagiso Rabada player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/320300/320376.square.png'}}}, 'overs': 3, 'balls': 18, 'maidens': 0, 'conceded': 36, 'wickets': 0, 'currentType': 2}]",,0,False,,,False,West Indies team logo,[],1,1254181,0,True,2,10.6,0,"[{'type': 'HTML', 'html': 'full on the stumps, pressed down to long-on'}]",,"[{'type': 'HTML', 'html': 'What a treat that knock from Gayle was...'}]",4,,0,45257,,[],500,False,
,204,,,2,,1,67296,,,,Rabada to Dwayne Bravo,,,,,,0,,2016-10-06T18:06:41.000Z,,12469567,,False,,,,,,3,,11.01,,[],335,116,,,,,12469567,,,,,,,,,1,12,,,,,0,False,,,False,,[],1,,0,,2,11.1,0,"[{'type': 'HTML', 'html': 'back across the stumps flicking this out through square leg to the man in the deep'}]",,,,,0,45257,,[],,,
,0,,,2,,0,67296,,,,Rabada to Samuels,,,,,,0,,2016-10-06T18:06:41.000Z,,12469569,,False,,,,,,0,,11.02,,[],0,116,,,,,12469569,,,,,,,,,2,12,,,,,0,False,,,False,,[],0,,0,,2,11.2,0,"[{'type': 'HTML', 'html': ""full delivery just outside off, tried to be square driven but missed, wasn't too far from the off stump""}]",,,,,0,10238,,[],,,
,29,,,2,,1,67296,,,,Rabada to Samuels,,,,,,0,,2016-10-06T18:06:41.000Z,,12469571,,False,,,,,,1,,11.03,,[],241,117,,,,,12469571,,,,,,,,,3,12,,,,,0,False,,,False,,[],1,,0,,2,11.3,0,"[{'type': 'HTML', 'html': 'full at the pads, clipped down to long leg'}]",,,,,0,10238,,[],,,
,200,,,2,,0,67296,,,,Rabada to Dwayne Bravo,,,,,,0,,2016-10-06T18:06:41.000Z,,12469573,,False,,,,,,5,,11.04,,[],164,117,,,,,12469573,,,,,,,,,4,12,,,,,0,False,,,False,,[],0,,0,,2,11.4,0,"[{'type': 'HTML', 'html': 'very full on the off stump, driven firmly back to the bowler'}]",,,,,0,45257,,[],,,
,200,,,2,,0,67296,,,,Rabada to Dwayne Bravo,,,,,,0,,2016-10-06T18:06:41.000Z,,12469575,,False,,,,,,6,,11.05,,[],127,117,,,,,12469575,,,,,,,,,5,12,,,,,0,False,,,False,,[],0,,0,,2,11.5,0,"[{'type': 'HTML', 'html': 'driven from off stump, bump ball to extra-cover, crowd are cheering for a catch'}]",,,,,0,45257,,[],,,
,197,4,166,2,/db/PICTURES/CMS/317600/317615.png,0,67296,2,20,True,Rabada to Dwayne Bravo,west-indies-team-logo,0,west-indies,2,12,0,,2016-10-06T18:06:41.000Z,4,12469577,West Indies,False,West Indies team logo,,,120,,3,"[{'player': {'id': 45257, 'objectId': 51439, 'name': 'DJ Bravo', 'longName': 'Dwayne Bravo', 'mobileName': 'Dwayne Bravo', 'indexName': 'Bravo, DJ', 'battingName': 'DJ Bravo', 'fieldingName': 'Bravo', 'slug': 'dwayne-bravo', 'imageUrl': '/db/PICTURES/CMS/309000/309099.png', 'dateOfBirth': {'year': 1983, 'month': 10, 'date': 7}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium'], 'image': {'id': 309099, 'objectId': 1232616, 'slug': 'dwayne-bravo-portrait', 'url': '/db/PICTURES/CMS/309000/309099.png', 'width': 160, 'height': 200, 'caption': 'Dwayne Bravo portrait', 'longCaption': 'Dwayne Bravo portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 320092, 'objectId': 1260547, 'slug': 'dwayne-bravo-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/320000/320092.png', 'width': 600, 'height': 436, 'caption': 'Dwayne Bravo player page headshot cutout, 2021', 'longCaption': 'Dwayne Bravo player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/320000/320092.square.png'}}}, 'runs': 2, 'balls': 5, 'fours': 0, 'sixes': 0}, {'player': {'id': 10238, 'objectId': 52983, 'name': 'MN Samuels', 'longName': 'Marlon Samuels', 'mobileName': 'Samuels', 'indexName': 'Samuels, MN', 'battingName': 'MN Samuels', 'fieldingName': 'Samuels', 'slug': 'marlon-samuels', 'imageUrl': '/db/PICTURES/CMS/132300/132390.1.jpg', 'dateOfBirth': {'year': 1981, 'month': 2, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 132390, 'objectId': 513161, 'slug': 'marlon-samuels', 'url': '/db/PICTURES/CMS/132300/132390.1.jpg', 'width': 160, 'height': 200, 'caption': 'Marlon Samuels', 'longCaption': 'Marlon Samuels', 'credit': 'DigicelCricket.com/Brooks LaTouche Photography', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316505, 'objectId': 1251134, 'slug': 'mn-samuels-headshot', 'url': '/db/PICTURES/CMS/316500/316505.png', 'width': 600, 'height': 436, 'caption': 'MN Samuels headshot', 'longCaption': 'MN Samuels headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 12, 'balls': 16, 'fours': 1, 'sixes': 0}]",11.06,117,[],215,117,West Indies,,,,12469577,500,317615,,,WI,#790d1a,False,,6,12,/db/PICTURES/CMS/317600/317615.png,West Indies Cricket,"[{'player': {'id': 67296, 'objectId': 550215, 'name': 'K Rabada', 'longName': 'Kagiso Rabada', 'mobileName': 'Rabada', 'indexName': 'Rabada, K', 'battingName': 'K Rabada', 'fieldingName': 'Rabada', 'slug': 'kagiso-rabada', 'imageUrl': '/db/PICTURES/CMS/317900/317954.jpg', 'dateOfBirth': {'year': 1995, 'month': 5, 'date': 25}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 317954, 'objectId': 1254922, 'slug': 'kagiso-rabada-portrait', 'url': '/db/PICTURES/CMS/317900/317954.jpg', 'width': 160, 'height': 200, 'caption': 'Kagiso Rabada portrait', 'longCaption': 'Kagiso Rabada portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 320376, 'objectId': 1261170, 'slug': 'kagiso-rabada-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/320300/320376.png', 'width': 600, 'height': 436, 'caption': 'Kagiso Rabada player page headshot cutout, 2021', 'longCaption': 'Kagiso Rabada player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/320300/320376.square.png'}}}, 'overs': 4, 'balls': 24, 'maidens': 0, 'conceded': 38, 'wickets': 0, 'currentType': 1}, {'player': {'id': 19422, 'objectId': 40618, 'name': 'Imran Tahir', 'longName': 'Imran Tahir', 'mobileName': 'Tahir', 'indexName': 'Imran Tahir', 'battingName': 'Imran Tahir', 'fieldingName': 'Imran Tahir', 'slug': 'imran-tahir', 'imageUrl': '/db/PICTURES/CMS/263700/263772.1.jpg', 'dateOfBirth': {'year': 1979, 'month': 3, 'date': 27}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lbg'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['legbreak googly'], 'image': {'id': 263772, 'objectId': 1100149, 'slug': 'imran-tahir-portrait', 'url': '/db/PICTURES/CMS/263700/263772.1.jpg', 'width': 160, 'height': 200, 'caption': 'Imran Tahir portrait', 'longCaption': None, 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 316526, 'objectId': 1251155, 'slug': 'imran-tahir-headshot', 'url': '/db/PICTURES/CMS/316500/316526.png', 'width': 600, 'height': 436, 'caption': 'Imran Tahir headshot', 'longCaption': 'Imran Tahir headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 3, 'balls': 18, 'maidens': 0, 'conceded': 26, 'wickets': 2, 'currentType': 2}]",,0,False,,,False,West Indies team logo,[],0,1254181,0,True,2,11.6,0,"[{'type': 'HTML', 'html': 'back of a length on off stump, Bravo up on his toes to knock it down into midwicket'}]",,"[{'type': 'HTML', 'html': 'Tough night for Rabada...'}]",4,,0,45257,,[],500,False,
,4,,,2,,4,48148,,,,Behardien to Samuels,,,,,,0,,2016-10-06T18:06:41.000Z,,12469579,,True,,,,,,8,,12.01,,[],167,121,,,,,12469579,,,,,,,,,1,13,,,,,0,False,,,False,,[],4,,0,,2,12.1,0,"[{'type': 'HTML', 'html': 'length just outside off, pressed at and gets a thick outside edge past short third man'}]","[{'type': 'HTML', 'html': '<b>Farhaan Behardien</b> on now...'}]",,,,0,10238,,[],,,
,0,,,2,,0,48148,,,,Behardien to Samuels,,,,,,0,,2016-10-06T18:06:41.000Z,,12469581,,False,,,,,,0,,12.02,,[],0,121,,,,,12469581,,,,,,,,,2,13,,,,,0,False,,,False,,[],0,,0,,2,12.2,0,"[{'type': 'HTML', 'html': 'tries to late cut now and misses, similar ball'}]",,,,,0,10238,,[],,,
