over_team_image_peerUrls,wagonY,over_team_objectId,over_target,inningNumber,over_team_image_url,totalRuns,bowlerPlayerId,over_totalWickets,over_overLimit,over_team_isCountry,title,over_team_image_slug,over_overWickets,over_team_slug,over_overRuns,over_overNumber,noballs,ballsUnique,modified,over_team_id,_uid,over_team_longName,isFour,over_team_image_longCaption,timestamp,bowlerStatText,over_ballLimit,dismissalType,wagonZone,over_overEndBatsmen,oversUnique,over_totalRuns,events,wagonX,totalInningRuns,over_team_name,dismissalText,ballsActual,outPlayerId,id,over_team_image_width,over_team_image_id,over_team_image_photographer,over_rollover,over_team_abbreviation,over_team_primaryColor,over_isSuperOver,predictions,ballNumber,overNumber,over_team_imageUrl,over_team_image_credit,over_overEndBowlers,over_team_unofficialName,wides,isSix,batsmanStatText,dismissalText_long,isWicket,over_team_image_caption,commentImages,batsmanRuns,over_team_image_objectId,penalties,over_isComplete,totalInningWickets,oversActual,byes,commentTextItems,commentPreTextItems,commentPostTextItems,over_team_scribeId,dismissalText_short,legbyes,batsmanPlayerId,over,commentVideos,over_team_image_height,over_isMaiden,dismissalText_commentary
,325,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,4,59339,2,20,True,Holder to du Plessis,south-africa-logo,0,south-africa,13,8,0,,2016-10-06T18:06:41.000Z,3,12469265,South Africa,True,South Africa logo,,,120,,5,"[{'player': {'id': 46933, 'objectId': 44828, 'name': 'F du Plessis', 'longName': 'Faf du Plessis', 'mobileName': 'du Plessis', 'indexName': 'du Plessis, F', 'battingName': 'F du Plessis', 'fieldingName': 'du Plessis', 'slug': 'faf-du-plessis', 'imageUrl': '/db/PICTURES/CMS/317900/317961.jpg', 'dateOfBirth': {'year': 1984, 'month': 7, 'date': 13}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lb'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['legbreak'], 'image': {'id': 317961, 'objectId': 1254929, 'slug': 'faf-du-plessis-portrait', 'url': '/db/PICTURES/CMS/317900/317961.jpg', 'width': 160, 'height': 200, 'caption': 'Faf du Plessis portrait', 'longCaption': 'Faf du Plessis portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [3], 'playingRoles': ['middle-order batter'], 'headshotImage': {'id': 316559, 'objectId': 1251188, 'slug': 'f-du-plessis-headshot', 'url': '/db/PICTURES/CMS/316500/316559.png', 'width': 600, 'height': 436, 'caption': 'F du Plessis headshot', 'longCaption': 'F du Plessis headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 17, 'balls': 14, 'fours': 3, 'sixes': 0}, {'player': {'id': 53649, 'objectId': 318845, 'name': 'RR Rossouw', 'longName': 'Rilee Rossouw', 'mobileName': 'Rossouw', 'indexName': 'Rossouw, RR', 'battingName': 'RR Rossouw', 'fieldingName': 'Rossouw', 'slug': 'rilee-rossouw', 'imageUrl': '/db/PICTURES/CMS/312100/312176.png', 'dateOfBirth': {'year': 1989, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 312176, 'objectId': 1239242, 'slug': 'rilee-rossouw-portrait', 'url': '/db/PICTURES/CMS/312100/312176.png', 'width': 160, 'height': 201, 'caption': 'Rilee Rossouw portrait', 'longCaption': 'Rilee Rossouw portrait, November 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316651, 'objectId': 1251284, 'slug': 'rr-rossouw-headshot', 'url': '/db/PICTURES/CMS/316600/316651.png', 'width': 600, 'height': 436, 'caption': 'RR Rossouw headshot', 'longCaption': 'RR Rossouw headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 4, 'balls': 7, 'fours': 0, 'sixes': 0}]",7.06,52,[],59,52,South Africa,,,,12469265,500,313125,,,SA,#04822B,False,,6,8,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 59339, 'objectId': 391485, 'name': 'JO Holder', 'longName': 'Jason Holder', 'mobileName': 'Holder', 'indexName': 'Holder, JO', 'battingName': 'JO Holder', 'fieldingName': 'Holder', 'slug': 'jason-holder', 'imageUrl': '/db/PICTURES/CMS/214700/214757.1.jpg', 'dateOfBirth': {'year': 1991, 'month': 11, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rmf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium-fast'], 'image': {'id': 214757, 'objectId': 883997, 'slug': 'jason-holder', 'url': '/db/PICTURES/CMS/214700/214757.1.jpg', 'width': 160, 'height': 192, 'caption': 'Jason Holder', 'longCaption': 'Jason Holder', 'credit': 'WICB Media Photo/Randy Brooks', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [11], 'playingRoles': ['bowling allrounder'], 'headshotImage': {'id': 316673, 'objectId': 1251306, 'slug': 'jo-holder-headshot', 'url': '/db/PICTURES/CMS/316600/316673.png', 'width': 600, 'height': 436, 'caption': 'JO Holder headshot', 'longCaption': 'JO Holder headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 4, 'balls': 24, 'maidens': 0, 'conceded': 20, 'wickets': 1, 'currentType': 1}, {'player': {'id': 53434, 'objectId': 315594, 'name': 'AR Nurse', 'longName': 'Ashley Nurse', 'mobileName': 'Nurse', 'indexName': 'Nurse, AR', 'battingName': 'AR Nurse', 'fieldingName': 'Nurse', 'slug': 'ashley-nurse', 'imageUrl': '/db/PICTURES/CMS/238300/238347.jpg', 'dateOfBirth': {'year': 1988, 'month': 12, 'date': 22}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 238347, 'objectId': 990337, 'slug': 'ashley-nurse-player-portrait', 'url': '/db/PICTURES/CMS/238300/238347.jpg', 'width': 160, 'height': 200, 'caption': 'Ashley Nurse, player portrait', 'longCaption': 'Ashley Nurse, player portrait', 'credit': 'IDI/Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 321980, 'objectId': 1264313, 'slug': 'ashley-nurse-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/321900/321980.png', 'width': 600, 'height': 436, 'caption': 'Ashley Nurse player page headshot cutout, 2021', 'longCaption': 'Ashley Nurse player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/321900/321980.square.png'}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 4, 'wickets': 0, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],4,1241584,0,True,2,7.6,0,"[{'type': 'HTML', 'html': 'great shot, very full again but not quite the yorker and du Plessis drives it past mid-off, timed it so well, raced over the outfield'}]",,,3,,0,46933,,[],500,False,
,205,,,1,,0,53434,,,,Nurse to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469271,,False,,,,,,3,,8.01,,[],230,52,,,,,12469271,,,,,,,,,1,9,,,,,0,False,,,False,,[],0,,0,,2,8.1,0,"[{'type': 'HTML', 'html': 'forward on the off stump, pressed into the covers'}]",,,,,0,53649,,[],,,
,131,,,1,,1,53434,,,,Nurse to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469273,,False,,,,,,7,,8.02,,[],121,53,,,,,12469273,,,,,,,,,2,9,,,,,0,False,,,False,,[],1,,0,,2,8.2,0,"[{'type': 'HTML', 'html': 'straighter, tickled backward of square'}]",,,,,0,53649,,[],,,
,353,,,1,,4,53434,,,,Nurse to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469275,,True,,,,,,4,,8.03,,[],208,57,,,,,12469275,,,,,,,,,3,9,,,,,0,False,,,False,,[],4,,0,,2,8.3,0,"[{'type': 'HTML', 'html': ""down the track and lifted really well straight down the ground, that's the shorter of the straight boundaries on this ground""}]",,,,,0,46933,,[],,,
,255,,,1,,6,53434,,,,Nurse to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469277,,False,,,,,,3,,8.04,,[],345,63,,,,,12469277,,,,,,,,,4,9,,,,,0,True,,,False,,[],6,,0,,2,8.4,0,"[{'type': 'HTML', 'html': 'a little short and pulled hard onto the grass banks over midwicket'}]",,,,,0,46933,,[],,,
,226,,,1,,1,53434,,,,Nurse to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469281,,False,,,,,,3,,8.05,,[],283,64,,,,,12469281,,,,,,,,,5,9,,,,,0,False,,,False,,[],1,,0,,2,8.5,0,"[{'type': 'HTML', 'html': 'forward to a full ball just outside off, flicked out through midwicket, just a single because the fielder is there in a hurry'}]",,,,,0,46933,,[],,,
,180,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,1,53434,2,20,True,Nurse to Rossouw,south-africa-logo,0,south-africa,13,9,0,,2016-10-06T18:06:41.000Z,3,12469285,South Africa,False,South Africa logo,,,120,,3,"[{'player': {'id': 53649, 'objectId': 318845, 'name': 'RR Rossouw', 'longName': 'Rilee Rossouw', 'mobileName': 'Rossouw', 'indexName': 'Rossouw, RR', 'battingName': 'RR Rossouw', 'fieldingName': 'Rossouw', 'slug': 'rilee-rossouw', 'imageUrl': '/db/PICTURES/CMS/312100/312176.png', 'dateOfBirth': {'year': 1989, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 312176, 'objectId': 1239242, 'slug': 'rilee-rossouw-portrait', 'url': '/db/PICTURES/CMS/312100/312176.png', 'width': 160, 'height': 201, 'caption': 'Rilee Rossouw portrait', 'longCaption': 'Rilee Rossouw portrait, November 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316651, 'objectId': 1251284, 'slug': 'rr-rossouw-headshot', 'url': '/db/PICTURES/CMS/316600/316651.png', 'width': 600, 'height': 436, 'caption': 'RR Rossouw headshot', 'longCaption': 'RR Rossouw headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 6, 'balls': 10, 'fours': 0, 'sixes': 0}, {'player': {'id': 46933, 'objectId': 44828, 'name': 'F du Plessis', 'longName': 'Faf du Plessis', 'mobileName': 'du Plessis', 'indexName': 'du Plessis, F', 'battingName': 'F du Plessis', 'fieldingName': 'du Plessis', 'slug': 'faf-du-plessis', 'imageUrl': '/db/PICTURES/CMS/317900/317961.jpg', 'dateOfBirth': {'year': 1984, 'month': 7, 'date': 13}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lb'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['legbreak'], 'image': {'id': 317961, 'objectId': 1254929, 'slug': 'faf-du-plessis-portrait', 'url': '/db/PICTURES/CMS/317900/317961.jpg', 'width': 160, 'height': 200, 'caption': 'Faf du Plessis portrait', 'longCaption': 'Faf du Plessis portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [3], 'playingRoles': ['middle-order batter'], 'headshotImage': {'id': 316559, 'objectId': 1251188, 'slug': 'f-du-plessis-headshot', 'url': '/db/PICTURES/CMS/316500/316559.png', 'width': 600, 'height': 436, 'caption': 'F du Plessis headshot', 'longCaption': 'F du Plessis headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 28, 'balls': 17, 'fours': 4, 'sixes': 1}]",8.06,65,[],344,65,South Africa,,,,12469285,500,313125,,,SA,#04822B,False,,6,9,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 53434, 'objectId': 315594, 'name': 'AR Nurse', 'longName': 'Ashley Nurse', 'mobileName': 'Nurse', 'indexName': 'Nurse, AR', 'battingName': 'AR Nurse', 'fieldingName': 'Nurse', 'slug': 'ashley-nurse', 'imageUrl': '/db/PICTURES/CMS/238300/238347.jpg', 'dateOfBirth': {'year': 1988, 'month': 12, 'date': 22}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 238347, 'objectId': 990337, 'slug': 'ashley-nurse-player-portrait', 'url': '/db/PICTURES/CMS/238300/238347.jpg', 'width': 160, 'height': 200, 'caption': 'Ashley Nurse, player portrait', 'longCaption': 'Ashley Nurse, player portrait', 'credit': 'IDI/Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 321980, 'objectId': 1264313, 'slug': 'ashley-nurse-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/321900/321980.png', 'width': 600, 'height': 436, 'caption': 'Ashley Nurse player page headshot cutout, 2021', 'longCaption': 'Ashley Nurse player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/321900/321980.square.png'}}}, 'overs': 2, 'balls': 12, 'maidens': 0, 'conceded': 17, 'wickets': 0, 'currentType': 1}, {'player': {'id': 59339, 'objectId': 391485, 'name': 'JO Holder', 'longName': 'Jason Holder', 'mobileName': 'Holder', 'indexName': 'Holder, JO', 'battingName': 'JO Holder', 'fieldingName': 'Holder', 'slug': 'jason-holder', 'imageUrl': '/db/PICTURES/CMS/214700/214757.1.jpg', 'dateOfBirth': {'year': 1991, 'month': 11, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rmf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium-fast'], 'image': {'id': 214757, 'objectId': 883997, 'slug': 'jason-holder', 'url': '/db/PICTURES/CMS/214700/214757.1.jpg', 'width': 160, 'height': 192, 'caption': 'Jason Holder', 'longCaption': 'Jason Holder', 'credit': 'WICB Media Photo/Randy Brooks', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [11], 'playingRoles': ['bowling allrounder'], 'headshotImage': {'id': 316673, 'objectId': 1251306, 'slug': 'jo-holder-headshot', 'url': '/db/PICTURES/CMS/316600/316673.png', 'width': 600, 'height': 436, 'caption': 'JO Holder headshot', 'longCaption': 'JO Holder headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 4, 'balls': 24, 'maidens': 0, 'conceded': 20, 'wickets': 1, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],1,1241584,0,True,2,8.6,0,"[{'type': 'HTML', 'html': 'fraction outside off, cut out to deep cover'}]",,"[{'type': 'HTML', 'html': 'Du Plessis has got the innings moving here...'}]",3,,0,53649,,[],500,False,
,320,,,1,,2,51012,,,,Russell to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469289,,False,,,,,,4,,9.01,,[],231,67,,,,,12469289,,,,,,,,,1,10,,,,,0,False,,,False,,[],2,,0,,2,9.1,0,"[{'type': 'HTML', 'html': ""length a foot outside off, pushed off the back foot down to long-on, they come back for the second and a direct hit would have beaten the batsman's dive at the striker's end""}]","[{'type': 'HTML', 'html': '<b>Russell</b> comes back after a terrible first over...'}]",,,,0,53649,,[],,,
,0,,,1,,1,51012,,,,Russell to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469295,,False,,,,,,0,,9.02,,[],0,68,,,,,12469295,,,,,,,,,2,10,,,,,1,False,,,False,,[],0,,0,,2,9.2,0,"[{'type': 'HTML', 'html': 'slips down leg despite a caught-behind appeal'}]",,,,,0,53649,,[],,,
,313,,,1,,1,51012,,,,Russell to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469297,,False,,,,,,5,,9.03,,[],134,69,,,,,12469297,,,,,,,,,3,10,,,,,0,False,,,False,,[],1,,0,,2,9.2,0,"[{'type': 'HTML', 'html': 'off stump line, length ball, tried to be launched into the leg side but only gets a mishit down to long-on'}]",,"[{'type': 'HTML', 'html': 'Unlucky with the wide, replay showed a flick of the pad...'}]",,,0,53649,,[],,,
,355,,,1,,6,51012,,,,Russell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469301,,False,,,,,,5,,9.04,,[],142,75,,,,,12469301,,,,,,,,,4,10,,,,,0,True,,,False,,[],6,,0,,2,9.3,0,"[{'type': 'HTML', 'html': ""full length just outside off, driven well down the ground, straight to mid-off but <b>through his fingers!</b> The fielder was well in from the rope, had he been back it was an easy take, still got there with a leap but couldn't cling on""}]",,,,,0,46933,,[],,,
,242,,,1,,4,51012,,,,Russell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469303,,True,,,,,,3,,9.05,,[],344,79,,,,,12469303,,,,,,,,,5,10,,,,,0,False,,,False,,[],4,,0,,2,9.4,0,"[{'type': 'HTML', 'html': 'back of a length on the stumps, pulled powerfully away and finds the gap wide of midwicket'}]",,,,,0,46933,,[],,,
,238,,,1,,0,51012,,,,Russell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469307,,False,,,,,1,5,,9.06,,[],158,79,,,,46933,12469307,,,,,,,,,6,10,,,,,0,False,,c Sammy b Russell,True,,[],0,,0,,3,9.5,0,"[{'type': 'HTML', 'html': ""full toss on the stumps, tried to be flicked leg side but gets a big leading edge that's <b>taken by mid-on!</b> A real bonus wicket, poor ball really but du Plessis totally miscued it and it presented a simple chance for Sammy""}]",,,,caught,0,46933,,[],,,Faf du Plessis c Sammy b Russell 38 (20b 5x4 2x6 25m) SR: 190
,0,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,0,51012,3,20,True,Russell to Miller,south-africa-logo,1,south-africa,14,10,0,,2016-10-06T18:06:41.000Z,3,12469309,South Africa,False,South Africa logo,,,120,,0,"[{'player': {'id': 53891, 'objectId': 321777, 'name': 'DA Miller', 'longName': 'David Miller', 'mobileName': 'Miller', 'indexName': 'Miller, DA', 'battingName': 'DA Miller', 'fieldingName': 'Miller', 'slug': 'david-miller', 'imageUrl': '/db/PICTURES/CMS/317900/317964.jpg', 'dateOfBirth': {'year': 1989, 'month': 6, 'date': 10}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 317964, 'objectId': 1254932, 'slug': 'david-miller-portrait', 'url': '/db/PICTURES/CMS/317900/317964.jpg', 'width': 160, 'height': 200, 'caption': 'David Miller portrait', 'longCaption': 'David Miller portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [3], 'playingRoles': ['middle-order batter'], 'headshotImage': {'id': 316655, 'objectId': 1251288, 'slug': 'da-miller-headshot', 'url': '/db/PICTURES/CMS/316600/316655.png', 'width': 600, 'height': 436, 'caption': 'DA Miller headshot', 'longCaption': 'DA Miller headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 0, 'balls': 1, 'fours': 0, 'sixes': 0}, {'player': {'id': 53649, 'objectId': 318845, 'name': 'RR Rossouw', 'longName': 'Rilee Rossouw', 'mobileName': 'Rossouw', 'indexName': 'Rossouw, RR', 'battingName': 'RR Rossouw', 'fieldingName': 'Rossouw', 'slug': 'rilee-rossouw', 'imageUrl': '/db/PICTURES/CMS/312100/312176.png', 'dateOfBirth': {'year': 1989, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 312176, 'objectId': 1239242, 'slug': 'rilee-rossouw-portrait', 'url': '/db/PICTURES/CMS/312100/312176.png', 'width': 160, 'height': 201, 'caption': 'Rilee Rossouw portrait', 'longCaption': 'Rilee Rossouw portrait, November 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316651, 'objectId': 1251284, 'slug': 'rr-rossouw-headshot', 'url': '/db/PICTURES/CMS/316600/316651.png', 'width': 600, 'height': 436, 'caption': 'RR Rossouw headshot', 'longCaption': 'RR Rossouw headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 9, 'balls': 12, 'fours': 0, 'sixes': 0}]",9.07,79,[],0,79,South Africa,,,,12469309,500,313125,,,SA,#04822B,False,,7,10,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 51012, 'objectId': 276298, 'name': 'AD Russell', 'longName': 'Andre Russell', 'mobileName': 'Russell', 'indexName': 'Russell, AD', 'battingName': 'AD Russell', 'fieldingName': 'Russell', 'slug': 'andre-russell', 'imageUrl': '/db/PICTURES/CMS/308900/308972.png', 'dateOfBirth': {'year': 1988, 'month': 4, 'date': 29}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 308972, 'objectId': 1232420, 'slug': 'andre-russell-portrait', 'url': '/db/PICTURES/CMS/308900/308972.png', 'width': 160, 'height': 200, 'caption': 'Andre Russell portrait', 'longCaption': 'Andre Russell portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316615, 'objectId': 1251247, 'slug': 'ad-russell-headshot', 'url': '/db/PICTURES/CMS/316600/316615.png', 'width': 600, 'height': 436, 'caption': 'AD Russell headshot', 'longCaption': 'AD Russell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 2, 'balls': 12, 'maidens': 0, 'conceded': 27, 'wickets': 1, 'currentType': 1}, {'player': {'id': 53434, 'objectId': 315594, 'name': 'AR Nurse', 'longName': 'Ashley Nurse', 'mobileName': 'Nurse', 'indexName': 'Nurse, AR', 'battingName': 'AR Nurse', 'fieldingName': 'Nurse', 'slug': 'ashley-nurse', 'imageUrl': '/db/PICTURES/CMS/238300/238347.jpg', 'dateOfBirth': {'year': 1988, 'month': 12, 'date': 22}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 238347, 'objectId': 990337, 'slug': 'ashley-nurse-player-portrait', 'url': '/db/PICTURES/CMS/238300/238347.jpg', 'width': 160, 'height': 200, 'caption': 'Ashley Nurse, player portrait', 'longCaption': 'Ashley Nurse, player portrait', 'credit': 'IDI/Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 321980, 'objectId': 1264313, 'slug': 'ashley-nurse-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/321900/321980.png', 'width': 600, 'height': 436, 'caption': 'Ashley Nurse player page headshot cutout, 2021', 'longCaption': 'Ashley Nurse player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/321900/321980.square.png'}}}, 'overs': 2, 'balls': 12, 'maidens': 0, 'conceded': 17, 'wickets': 0, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],0,1241584,0,True,3,9.6,0,"[{'type': 'HTML', 'html': 'bumper right on line, well ducked'}]",,"[{'type': 'HTML', 'html': 'South Africa pegged back again and now Monty is coming in to the commentary...'}]",3,,0,53891,,[],500,False,
,219,,,1,,0,53434,,,,Nurse to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469311,,False,,,,,,4,,10.01,,[],229,79,,,,,12469311,,,,,,,,,1,11,,,,,0,False,,,False,,[],0,,0,,3,10.1,0,"[{'type': 'HTML', 'html': 'angled in with the arm, straightening a touch and tapped into the covers'}]","[{'type': 'HTML', 'html': ""G'day everyone, lovely to see you in the sunshine. Quite even, this, so far""}]",,,,0,53649,,[],,,
,184,,,1,,1,53434,,,,Nurse to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469313,,False,,,,,,6,,10.02,,[],147,80,,,,,12469313,,,,,,,,,2,11,,,,,0,False,,,False,,[],1,,0,,3,10.2,0,"[{'type': 'HTML', 'html': ""dragged down on the leg side and Rossouw tries to work off his pads, rolls towards short midwicket and despite Ramdin's quick feet they pick up one""}]",,"[{'type': 'HTML', 'html': 'Slip in place for Miller'}]",,,0,53649,,[],,,
,128,,,1,,1,53434,,,,Nurse to Miller,,,,,,0,,2016-10-06T18:06:41.000Z,,12469315,,False,,,,,,8,,10.03,,[],145,81,,,,,12469315,,,,,,,,,3,11,,,,,0,False,,,False,,[],0,,0,,3,10.3,0,"[{'type': 'HTML', 'html': 'fired on the stumps, deflected away behind square for another leg bye'}]",,,,,1,53891,,[],,,
,6,,,1,,4,53434,,,,Nurse to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469317,,True,,,,,,8,,10.04,,[],168,85,,,,,12469317,,,,,,,,,4,11,,,,,0,False,,,False,,[],4,,0,,3,10.4,0,"[{'type': 'HTML', 'html': ""pushed through towards leg stump and Rossouw attempts to reverse-paddle, gets a thin under-edge and it beats Ramdin, scuttles away to the boundary - not quite where it was intended to go but he'll take the result""}]",,,,,0,53649,,[],,,
,184,,,1,,1,53434,,,,Nurse to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469319,,False,,,,,,3,,10.05,,[],342,86,,,,,12469319,,,,,,,,,5,11,,,,,0,False,,,False,,[],1,,0,,3,10.5,0,"[{'type': 'HTML', 'html': 'moves his line outside off, Rossouw stays back and slaps one through the covers to the sweeper'}]",,,,,0,53649,,[],,,
