City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,urengoy,65.9667,78.3667,-6.59,92,100,6.83,RU,1699180776
365,linhares,-19.3911,-40.0722,22.99,86,100,4.69,BR,1699180955
366,usinsk,65.9939,57.5281,-10.52,92,100,4.92,RU,1699180957
367,san luis de la loma,17.2706,-100.8939,24.52,70,50,2.31,MX,1699180959
368,al jubayl,27.0112,49.6583,29.38,44,0,4.56,SA,1699180838
369,srisailain,16.0833,78.8667,27.33,68,90,4.21,IN,1699180962
370,mountain home,43.133,-115.6912,10.71,89,100,3.09,US,1699180963
371,serdar,38.9764,56.2757,22.15,40,100,1.23,TM,1699180965
372,gadzhiyevo,69.2551,33.3362,-2.24,90,97,8.21,RU,1699180966
373,arkhangel'sk,64.5401,40.5433,0.07,96,100,4.61,RU,1699180970
374,dexter,36.7959,-89.9579,11.85,70,22,2.79,US,1699180971
375,bonthe,7.5264,-12.505,29.53,69,62,2.26,SL,1699180972
376,krasnoturansk,54.3186,91.5639,-3.2,83,100,2.24,RU,1699180974
377,fuman,37.2273,49.3142,22.72,60,0,1.64,IR,1699180975
378,paracatu,-17.2222,-46.8747,23.88,67,67,2.42,BR,1699180976
379,riyadh,24.6877,46.7219,31.08,29,33,0.76,SA,1699180655
380,kenai,60.5544,-151.2583,1.16,95,100,5.66,US,1699180979
381,puerto deseado,-47.7503,-65.8938,10.44,42,12,4.11,AR,1699180809
382,notodden,59.5594,9.2585,4.73,91,100,2.35,NO,1699180863
383,acapulco de juarez,16.8634,-99.8901,24.75,78,72,2.65,MX,1699180983
384,darwin,-12.4611,130.8418,30.99,66,0,4.92,AU,1699180984
385,jackson,42.4165,-122.8345,12.11,95,100,0.45,US,1699180867
386,opuwo,-18.0607,13.84,32.8,10,64,2.74,NA,1699180987
387,port alfred,-33.5906,26.891,21.77,70,62,3.13,ZA,1699180988
388,the pinery,39.4553,-104.7344,11.95,31,75,5.14,US,1699180990
389,constitucion,-35.3333,-72.4167,11.15,84,99,1.65,CL,1699180992
390,nabire,-3.3667,135.4833,26.36,85,97,0.5,ID,1699180993
391,bayanhongor,46.7167,100.1167,-12.68,71,54,1.67,MN,1699180995
392,bati,11.1833,40.0167,24.8,37,74,4.38,ET,1699180996
393,brisas de zicatela,15.8369,-97.0419,26.43,65,98,1.36,MX,1699180997
394,pionerskiy,54.9508,20.2275,8.75,78,100,6.63,RU,1699180999
395,at taj,24.2049,23.2857,30.58,17,0,3.49,LY,1699181000
396,taoudenni,22.6783,-3.9836,34.61,8,0,1.33,ML,1699181001
397,valparaiso,-33.0393,-71.6273,10.8,93,20,3.09,CL,1699180986
398,bomdila,27.25,92.4,9.1,95,70,0.73,IN,1699181005
399,yarmouth,41.7057,-70.2286,11.0,94,75,1.54,US,1699181006
400,pauini,-7.7136,-66.9764,23.08,96,100,0.56,BR,1699181007
401,tshikapa,-6.4167,20.8,25.43,88,95,2.6,CD,1699181009
402,kirillov,59.863,38.3813,6.66,79,100,7.41,RU,1699181010
403,taulaga,-11.0553,-171.0883,27.83,82,96,7.67,AS,1699181011
404,kabala,9.5833,-11.55,28.75,67,29,1.27,SL,1699181013
405,bazar-korgon,41.0376,72.7459,21.07,15,99,1.91,KG,1699181014
406,rio de janeiro,-22.9028,-43.2075,23.0,73,40,3.6,BR,1699180792
407,aswan,24.0934,32.907,35.61,29,0,2.06,EG,1699181016
408,marka,1.7159,44.7717,29.47,63,100,4.2,SO,1699181017
409,fortuna,40.5982,-124.1573,15.52,96,100,0.0,US,1699181019
410,ola,59.5833,151.2833,-3.81,78,100,4.3,RU,1699181020
411,coalinga,36.1397,-120.3602,10.14,55,77,1.11,US,1699181021
412,massawa,15.6097,39.45,32.44,50,29,4.18,ER,1699181023
413,nogliki,51.8333,143.1667,-5.92,72,6,9.83,RU,1699181026
414,mount isa,-20.7333,139.5,27.87,9,19,3.09,AU,1699181027
415,kismayo,-0.3582,42.5454,29.41,69,100,4.91,SO,1699181028
416,altai,46.3722,96.2583,-5.94,45,99,2.2,MN,1699181031
417,magadan,59.5667,150.8,-4.15,89,100,4.66,RU,1699180938
418,medicine hat,50.0501,-110.6683,7.34,79,75,5.14,CA,1699181035
419,al ghayzah,16.2079,52.176,30.41,50,13,4.17,YE,1699181036
420,morondava,-20.2833,44.2833,28.16,67,19,6.5,MG,1699180872
421,malango,-2.9627,119.9001,20.93,97,42,0.55,ID,1699181041
422,dniprorudne,47.3817,34.9765,16.69,66,98,8.09,UA,1699181043
423,cururupu,-1.8283,-44.8683,29.18,67,14,3.24,BR,1699181044
424,bestwig,51.3667,8.4,10.52,88,96,5.1,DE,1699181046
425,vilyuchinsk,52.9306,158.4028,1.63,75,49,1.87,RU,1699181047
426,estes park,40.3772,-105.5217,9.78,57,99,4.48,US,1699181048
427,safi,32.1667,-8.8333,21.26,58,47,4.41,MA,1699181050
428,omutinskiy,56.4745,67.6709,-1.58,88,21,2.38,RU,1699181051
429,chonchi,-42.6128,-73.8092,7.84,98,100,1.2,CL,1699181053
430,belomorsk,64.5232,34.7668,1.69,99,100,2.94,RU,1699181055
431,moundou,8.5667,16.0833,31.13,55,0,2.06,TD,1699181056
432,grand gaube,-20.0064,57.6608,27.22,80,32,0.45,MU,1699181058
433,raton,36.9034,-104.4391,6.19,75,0,3.6,US,1699181060
434,gmunden,47.9189,13.7975,12.97,74,88,2.69,AT,1699181061
435,cadale,2.7603,46.3222,29.44,67,21,4.81,SO,1699181066
436,toliara,-23.35,43.6667,28.14,62,95,6.0,MG,1699181067
437,hadibu,12.65,54.0333,28.23,71,47,2.92,YE,1699181070
438,new norfolk,-42.7826,147.0587,11.72,91,34,0.74,AU,1699181071
439,paracuru,-3.41,-39.0306,28.39,69,34,6.09,BR,1699181073
440,crane,31.3974,-102.3501,15.3,70,99,3.28,US,1699181074
441,suva,-18.1416,178.4415,25.71,94,40,1.54,FJ,1699180809
442,ban houayxay,20.2453,100.4547,25.76,80,84,0.55,LA,1699181077
443,motueka,-41.1333,173.0167,12.83,94,100,1.04,NZ,1699181078
444,ketchikan,55.3422,-131.6461,11.26,87,100,11.32,US,1699181081
445,acarau,-2.8856,-40.12,28.87,70,18,6.95,BR,1699180800
446,alice,27.7523,-98.0697,17.09,100,20,1.54,US,1699181086
447,savanna-la-mar,18.219,-78.1332,25.97,89,34,1.46,JM,1699181087
448,guerrero negro,27.9769,-114.0611,18.36,83,0,0.88,MX,1699181089
449,tomatlan,19.9333,-105.25,22.71,79,86,1.11,MX,1699181091
450,lorengau,-2.0226,147.2712,27.32,82,100,2.11,PG,1699181092
451,northam,51.0333,-4.2167,12.03,81,28,9.87,GB,1699181093
452,ixtapa,20.7,-105.2,22.56,71,82,1.49,MX,1699181095
453,jalqani,12.4486,34.2186,29.14,57,100,5.06,SD,1699181097
454,st. john's,47.5649,-52.7093,8.32,94,75,3.6,CA,1699181098
455,elliot lake,46.3834,-82.6331,-1.39,82,92,1.48,CA,1699181100
456,ichinohe,40.2069,141.3017,10.79,88,100,0.89,JP,1699181101
457,salanso,12.1833,-4.0833,35.34,28,0,2.39,BF,1699181103
458,chinchilla,-26.75,150.6333,19.68,76,70,7.98,AU,1699181104
459,san andres,12.5847,-81.7006,28.01,83,20,1.54,CO,1699181105
460,isla aguada,18.7833,-91.4667,25.02,84,100,6.94,MX,1699181107
461,fort bragg,35.139,-79.006,9.34,62,0,1.54,US,1699180815
462,colonel hill,22.7667,-74.2167,28.33,71,84,7.79,BS,1699181110
463,ajaccio,42.0,8.9167,19.03,60,0,7.2,FR,1699181076
464,rio grande,-32.035,-52.0986,16.06,70,0,2.94,BR,1699181112
465,lagos,6.5833,3.75,29.18,54,84,1.3,NG,1699180893
466,tanumah,27.1,44.1333,28.63,28,6,0.18,SA,1699181115
467,baymak,52.5933,58.3225,3.75,63,9,3.12,RU,1699181117
468,porbandar,21.6422,69.6093,32.3,40,2,3.17,IN,1699181118
469,tsukumiura,33.0706,131.8572,21.71,87,49,3.35,JP,1699181120
470,qamdo,31.1667,97.2333,-2.41,28,85,0.95,CN,1699181121
471,sandnessjoen,66.0217,12.6316,3.29,69,95,8.83,NO,1699180983
472,bikenibeu village,1.3673,173.1241,27.98,83,75,1.54,KI,1699181124
473,broken hill,-31.95,141.4333,21.06,19,2,3.49,AU,1699181126
474,freetown,8.484,-13.2299,28.86,71,75,1.12,SL,1699181103
475,sretensk,52.2453,117.7093,-10.24,38,0,0.62,RU,1699181131
476,kaifeng,34.7911,114.3483,12.15,82,84,0.49,CN,1699181132
477,mineral wells,32.8085,-98.1128,15.75,94,0,2.57,US,1699181135
478,kristiansund,63.1115,7.732,8.36,71,75,2.06,NO,1699181003
479,woolgoolga,-30.1106,153.2007,16.69,83,100,1.81,AU,1699181137
480,maebaru-chuo,33.55,130.2,24.31,61,37,1.97,JP,1699181139
481,mata-utu,-13.2816,-176.1745,27.75,82,83,8.73,WF,1699181141
482,maxixe,-23.8597,35.3472,28.03,45,49,4.59,MZ,1699181142
483,dynow,49.8151,22.2339,10.77,75,100,7.76,PL,1699181144
484,sawakin,19.1059,37.3321,31.04,65,58,4.82,SD,1699181145
485,aasiaat,68.7098,-52.8699,-13.7,90,19,4.29,GL,1699181146
486,dakhla,23.6848,-15.958,21.01,74,0,5.4,EH,1699181148
487,honavar,14.2833,74.45,26.83,86,100,2.88,IN,1699181149
488,belmonte,-15.8631,-38.8828,28.01,75,96,5.34,BR,1699181150
489,siguiri,11.6667,-9.5,34.33,30,13,0.25,GN,1699181153
490,vize,41.5725,27.7658,21.02,59,73,8.64,TR,1699181155
491,baoqing,46.3317,132.2111,-1.85,36,100,2.01,CN,1699181157
492,am timan,11.0297,20.2827,35.57,24,77,2.08,TD,1699181161
493,benjamin constant,-4.3831,-70.0311,24.07,99,99,0.87,BR,1699181163
494,forster,-32.1667,152.5167,18.49,79,100,4.66,AU,1699181164
495,campbellton,48.0075,-66.6727,-1.75,90,71,1.36,CA,1699181165
496,aljezur,37.3191,-8.8033,17.68,59,99,4.98,PT,1699181166
497,tofol,5.3248,163.0078,29.07,74,97,4.69,FM,1699181168
498,spring creek,40.7266,-115.5859,10.72,44,86,3.7,US,1699181169
499,brezina,33.0989,1.2608,24.37,20,0,1.01,DZ,1699181170
500,lazaro cardenas,17.9583,-102.2,25.16,89,81,2.85,MX,1699181172
501,ermoupolis,37.4423,24.9425,24.39,46,40,8.75,GR,1699181173
502,burutu,5.3509,5.5076,31.6,59,80,1.72,NG,1699181153
503,tanjung pinang,0.9167,104.45,28.02,68,69,2.28,ID,1699181176
504,sotouboua,8.5667,0.9833,33.05,42,27,2.03,TG,1699181178
505,sao jose da coroa grande,-8.8978,-35.1478,26.71,74,100,4.94,BR,1699181179
506,manpur,22.4333,75.6167,29.94,26,2,2.84,IN,1699181181
507,hilo,19.7297,-155.09,23.86,77,100,2.06,US,1699181182
508,galesong,-5.3166,119.3661,30.01,64,6,4.3,ID,1699181183
509,kuala selangor,3.35,101.25,25.42,91,100,2.81,MY,1699181184
510,puerto ayacucho,5.6639,-67.6236,24.46,89,47,1.16,VE,1699181186
511,kerikeri,-35.2268,173.9474,11.62,87,71,2.25,NZ,1699181188
512,chalus,36.655,51.4204,21.7,64,40,3.09,IR,1699181014
513,immokalee,26.4187,-81.4173,18.86,92,18,3.61,US,1699181190
514,lupane,-18.9315,27.807,38.12,14,56,1.05,ZW,1699181191
515,cozumel,20.5083,-86.9458,24.97,92,95,5.26,MX,1699181170
516,manokwari,-0.8667,134.0833,26.94,81,29,2.4,ID,1699181196
517,saint-joseph,-21.3667,55.6167,26.17,83,78,4.97,RE,1699181198
518,humaita,-7.5061,-63.0208,23.51,92,77,0.67,BR,1699181199
519,the pas,53.8251,-101.2541,-4.99,86,100,4.12,CA,1699181200
520,kertih,4.5141,103.4483,30.05,74,20,1.54,MY,1699181202
521,mao,39.8885,4.2658,20.31,52,20,8.23,ES,1699181205
522,vega de alatorre,20.0333,-96.6333,21.57,83,72,3.24,MX,1699181208
523,saldanha,-33.0117,17.9442,26.03,68,43,4.0,ZA,1699181209
524,mutuali,-14.8706,37.0044,35.95,25,66,1.73,MZ,1699181211
525,kotel'nikovo,47.6317,43.1461,16.56,51,100,7.74,RU,1699181157
526,amungan,15.3652,119.9582,28.05,82,75,1.98,PH,1699181213
527,nuevo casas grandes,30.4167,-107.9167,14.73,34,28,1.08,MX,1699181214
528,kayangel,8.0823,134.7173,28.81,72,100,1.88,PW,1699181216
529,moissac,44.1024,1.0945,11.93,73,62,9.85,FR,1699181218
530,tilaran,10.4703,-84.9671,22.26,98,100,1.14,CR,1699181220
531,kuraymah,18.55,31.85,36.41,20,42,0.21,SD,1699181221
532,ambalangoda,6.2355,80.0538,27.2,81,97,2.02,LK,1699181223
533,strezhevoy,60.7333,77.5889,-5.02,83,100,7.15,RU,1699181224
534,pergine valsugana,46.065,11.238,14.57,87,40,8.75,IT,1699181226
535,la ronge,55.1001,-105.2842,-3.86,93,100,6.17,CA,1699181228
536,sesheke,-17.4759,24.2968,37.34,17,10,3.46,ZM,1699181230
537,flying fish cove,-10.4217,105.6791,26.82,78,75,4.12,CX,1699181231
538,hami,42.8,93.45,5.81,13,25,3.66,CN,1699181232
539,sangin,32.0728,64.8359,26.21,21,100,0.15,AF,1699181234
540,ishim,56.1128,69.4902,-2.2,79,38,5.81,RU,1699181235
541,kamyzyak,46.11,48.0736,18.99,45,0,6.0,RU,1699181196
542,kulhudhuffushi,6.6221,73.07,26.99,77,100,2.59,MV,1699181237
543,bulungu,-4.55,18.6,22.21,97,100,0.91,CD,1699181239
